Total Assets (fin. + non-fin) --- Financial Assets --- Ratio of Financial Assets over Non-Fin Assets at Historical cost ---  Ratio of Financial Assets over Non-Fin Assets (for illustrative comparison) --- Unidentified miscellaneous asset
DATE,totinv,fininv,hfininvratio,fininvratio,intinv
2004-01-01,18708.93,10303.35,0.550718293349753,0.467433007552259,5106.948
2004-04-01,18982.26,10495.73,0.552923097671194,0.463656210573189,5149.3
2004-07-01,19230.47,10653.36,0.55398333998077,0.456961380282995,5179.353
2004-10-01,19589.57,10937.26,0.558321086169834,0.458316100269821,5334.31
2005-01-01,19914.77,11115.9,0.558173657039474,0.459517791783345,5256.582
2005-04-01,20276.43,11373.81,0.560937009128333,0.458571445850653,5355.632
2005-07-01,20662.84,11640.88,0.563372701913193,0.459214793500939,5469.129
2005-10-01,21025.05,11900.65,0.566022435142842,0.456582841542047,5561.746
2006-01-01,21343.13,12064.03,0.565241836600349,0.454829345166508,5609.329
2006-04-01,21716.04,12280.25,0.565492143134752,0.451086405531647,5720.021
2006-07-01,22031.92,12452.76,0.565214016753874,0.446377363306062,5799.357
2006-10-01,22320.92,12659.45,0.567156282088731,0.449027048826503,6060.692
2007-01-01,22701.23,12890.05,0.567812404878502,0.445310572932249,6091.281
2007-04-01,23175.83,13222.71,0.570538789765027,0.443636607644626,6229.057
2007-07-01,23576.91,13483.47,0.571893008880298,0.439762537335923,6317.394
2007-10-01,23954.44,13752.76,0.574121958183953,0.441265866729897,6605.829
2008-01-01,23935.81,13547.51,0.565993379793707,0.441844779822851,6336.565
2008-04-01,23985.50,13442.88,0.560458193491901,0.44671950828846,6088.075
2008-07-01,23879.60,13226.59,0.553886162247274,0.436043488996706,5976.557
2008-10-01,23534.70,12923.22,0.549113436755089,0.437953963258311,5960.462
2009-01-01,23464.33,12821.41,0.546421312690369,0.444782253946404,5722.919
2009-04-01,23541.54,12932.13,0.54933279641009,0.466946330958787,5695.818
2009-07-01,23724.94,13099.19,0.552127423715297,0.487379268596236,5655.353
2009-10-01,23978.64,13317.47,0.555388879436031,0.490018934808477,5915.491
2010-01-01,24186.79,13479.1,0.557291810943081,0.496713841663734,6010.336
2010-04-01,24429.99,13564.98,0.555259334940374,0.485031578051583,6002.605
2010-07-01,24717.75,13794.85,0.558094891323037,0.486315336003661,6032.505
2010-10-01,25006.11,14016.76,0.560533405635663,0.484136200231555,6327.36
2011-01-01,25243.01,14096.1,0.558415973372431,0.478290300744609,6295.225
2011-04-01,25457.36,14212.07,0.558269985575881,0.480269898728839,6164.521
2011-07-01,25618.57,14273.68,0.557161465296463,0.480395835934668,6193.082
2011-10-01,25957.56,14508.91,0.558947374098336,0.475674674403928,6383.588
2012-01-01,26263.71,14640.34,0.557435716431532,0.476293388812888,6400.669
2012-04-01,26534.58,14804.01,0.557914238702855,0.476942070134664,6468.827
2012-07-01,26830.11,14961.15,0.557625369407729,0.472859896629899,6404.399
2012-10-01,27053.54,15088.39,0.557723314582861,0.472378855080681,6481.61
2013-01-01,27519.87,15398.22,0.559530622782738,0.474061672701389,6695.704
2013-04-01,27879.17,15663.26,0.561826625398102,0.470714348179788,6742.578
2013-07-01,28260.96,15902.76,0.562711245477861,0.466057009687614,6692.907
2013-10-01,28726.75,16260.71,0.566047673335828,0.466871246494671,6933.274
2014-01-01,29114.29,16442.46,0.564755657788667,0.467368391730517,7047.817
2014-04-01,29531.49,16728.09,0.566449237745877,0.464741201552907,7076.65
2014-07-01,29927.50,16975.33,0.567215103165984,0.464031746535069,7232.921
2014-10-01,30338.79,17274.4,0.569383287863491,0.46299033087719,7504.188
2015-01-01,30721.71,17478.7,0.568936429645355,0.460223151104236,7683.012
2015-04-01,31127.30,17766.63,0.570773244065499,0.460984062026961,7840.688
2015-07-01,31361.45,17882.37,0.570202270622054,0.458433677181386,7973.626
2015-10-01,31767.41,18172.98,0.572063633768066,0.459280248703574,8278.637
2016-01-01,32149.35,18385.07,0.57186443893889,0.460733316242285,8374.263
2016-04-01,32592.94,18723.5,0.574464899453685,0.461132696668841,8473.656
2016-07-01,32966.94,18998.18,0.576279751775567,0.460351907323737,8538.005
2016-10-01,33290.25,19223.93,0.5774642725723,0.460358474575662,8777.429
